frame.number,frame.time,ip.src,ip.dst,tcp.port,frame.len
"3413","Oct 22, 2017 12:48:15.518697000 CEST","192.168.1.142","37.252.172.27","55348","66"
"3414","Oct 22, 2017 12:48:15.520591000 CEST","198.47.127.21","192.168.1.142","80","54"
"3415","Oct 22, 2017 12:48:15.520649000 CEST","192.168.1.142","198.47.127.21","44754","54"
"3416","Oct 22, 2017 12:48:15.521486000 CEST","178.250.2.74","192.168.1.142","80","66"
"3417","Oct 22, 2017 12:48:15.522030000 CEST","178.250.2.74","192.168.1.142","80","66"
"3418","Oct 22, 2017 12:48:15.522086000 CEST","192.168.1.142","178.250.2.74","50958","66"
"3419","Oct 22, 2017 12:48:15.530692000 CEST",,,"80","86"
"3420","Oct 22, 2017 12:48:15.530822000 CEST",,,"45126","86"
"3421","Oct 22, 2017 12:48:15.530918000 CEST",,,"80","86"
"3422","Oct 22, 2017 12:48:15.530999000 CEST",,,"45124","86"
"3423","Oct 22, 2017 12:48:15.564251000 CEST","50.18.253.40","192.168.1.142","80","66"
"3424","Oct 22, 2017 12:48:15.565165000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3425","Oct 22, 2017 12:48:15.565250000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3426","Oct 22, 2017 12:48:15.565885000 CEST","23.211.10.90","192.168.1.142","80","759"
"3427","Oct 22, 2017 12:48:15.565951000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3428","Oct 22, 2017 12:48:15.566300000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3429","Oct 22, 2017 12:48:15.566351000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3430","Oct 22, 2017 12:48:15.566378000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3431","Oct 22, 2017 12:48:15.566425000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3432","Oct 22, 2017 12:48:15.566643000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3433","Oct 22, 2017 12:48:15.566685000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3434","Oct 22, 2017 12:48:15.566712000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3435","Oct 22, 2017 12:48:15.566746000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3436","Oct 22, 2017 12:48:15.567980000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3437","Oct 22, 2017 12:48:15.568062000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3438","Oct 22, 2017 12:48:15.568106000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3439","Oct 22, 2017 12:48:15.568138000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3440","Oct 22, 2017 12:48:15.568160000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3441","Oct 22, 2017 12:48:15.568186000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3442","Oct 22, 2017 12:48:15.568204000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3443","Oct 22, 2017 12:48:15.568229000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3444","Oct 22, 2017 12:48:15.568247000 CEST","23.211.10.90","192.168.1.142","80","534"
"3445","Oct 22, 2017 12:48:15.568271000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3446","Oct 22, 2017 12:48:15.589500000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3447","Oct 22, 2017 12:48:15.589582000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3448","Oct 22, 2017 12:48:15.590094000 CEST","192.168.1.142","23.211.10.90","38236","66"
"3449","Oct 22, 2017 12:48:15.590994000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3450","Oct 22, 2017 12:48:15.591096000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3451","Oct 22, 2017 12:48:15.592647000 CEST","23.211.10.90","192.168.1.142","80","625"
"3452","Oct 22, 2017 12:48:15.592719000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3453","Oct 22, 2017 12:48:15.592748000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3454","Oct 22, 2017 12:48:15.592774000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3455","Oct 22, 2017 12:48:15.592806000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3456","Oct 22, 2017 12:48:15.592860000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3457","Oct 22, 2017 12:48:15.592880000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3458","Oct 22, 2017 12:48:15.592915000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3459","Oct 22, 2017 12:48:15.592935000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3460","Oct 22, 2017 12:48:15.592959000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3461","Oct 22, 2017 12:48:15.593016000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3462","Oct 22, 2017 12:48:15.593048000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3463","Oct 22, 2017 12:48:15.595679000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3464","Oct 22, 2017 12:48:15.595760000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3465","Oct 22, 2017 12:48:15.595805000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3466","Oct 22, 2017 12:48:15.595838000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3467","Oct 22, 2017 12:48:15.595857000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3468","Oct 22, 2017 12:48:15.595887000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3469","Oct 22, 2017 12:48:15.595909000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3470","Oct 22, 2017 12:48:15.595934000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3471","Oct 22, 2017 12:48:15.595951000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3472","Oct 22, 2017 12:48:15.595975000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3473","Oct 22, 2017 12:48:15.595997000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3474","Oct 22, 2017 12:48:15.596021000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3475","Oct 22, 2017 12:48:15.596038000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3476","Oct 22, 2017 12:48:15.596063000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3477","Oct 22, 2017 12:48:15.596084000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3478","Oct 22, 2017 12:48:15.596114000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3479","Oct 22, 2017 12:48:15.596134000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3480","Oct 22, 2017 12:48:15.596158000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3481","Oct 22, 2017 12:48:15.596200000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3482","Oct 22, 2017 12:48:15.596231000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3483","Oct 22, 2017 12:48:15.596251000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3484","Oct 22, 2017 12:48:15.596287000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3485","Oct 22, 2017 12:48:15.596323000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3486","Oct 22, 2017 12:48:15.596356000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3487","Oct 22, 2017 12:48:15.596381000 CEST","23.211.10.90","192.168.1.142","80","1351"
"3488","Oct 22, 2017 12:48:15.596429000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3489","Oct 22, 2017 12:48:15.596454000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3490","Oct 22, 2017 12:48:15.596481000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3491","Oct 22, 2017 12:48:15.596502000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3492","Oct 22, 2017 12:48:15.596539000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3493","Oct 22, 2017 12:48:15.596567000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3494","Oct 22, 2017 12:48:15.596598000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3495","Oct 22, 2017 12:48:15.596615000 CEST","23.211.10.90","192.168.1.142","80","138"
"3496","Oct 22, 2017 12:48:15.596638000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3497","Oct 22, 2017 12:48:15.596656000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3498","Oct 22, 2017 12:48:15.596685000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3499","Oct 22, 2017 12:48:15.596756000 CEST","23.211.10.90","192.168.1.142","80","1285"
"3500","Oct 22, 2017 12:48:15.596790000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3501","Oct 22, 2017 12:48:15.596809000 CEST","23.211.10.90","192.168.1.142","80","1506"
"3502","Oct 22, 2017 12:48:15.596832000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3503","Oct 22, 2017 12:48:15.596859000 CEST","23.211.10.90","192.168.1.142","80","1281"
"3504","Oct 22, 2017 12:48:15.596888000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3505","Oct 22, 2017 12:48:15.600114000 CEST","23.211.10.90","192.168.1.142","80","66"
"3506","Oct 22, 2017 12:48:15.600199000 CEST","192.168.1.142","23.211.10.90","38236","54"
"3507","Oct 22, 2017 12:48:15.621553000 CEST","66.135.209.36","192.168.1.142","80","54"
"3508","Oct 22, 2017 12:48:15.705969000 CEST","192.168.1.142","66.135.209.36","56168","1494"
"3509","Oct 22, 2017 12:48:15.706006000 CEST","192.168.1.142","66.135.209.36","56168","204"
"3510","Oct 22, 2017 12:48:15.851745000 CEST","66.135.209.36","192.168.1.142","80","54"
"3511","Oct 22, 2017 12:48:15.898451000 CEST",,,"50402","86"
"3512","Oct 22, 2017 12:48:15.898493000 CEST",,,"50400","86"
"3513","Oct 22, 2017 12:48:15.898529000 CEST","192.168.1.142","23.211.10.90","38238","66"
"3514","Oct 22, 2017 12:48:15.898581000 CEST",,,"59408","86"
"3515","Oct 22, 2017 12:48:15.903099000 CEST",,,"80","86"
"3516","Oct 22, 2017 12:48:15.904764000 CEST",,,"80","86"
"3517","Oct 22, 2017 12:48:15.905334000 CEST","23.211.10.90","192.168.1.142","80","66"
"3518","Oct 22, 2017 12:48:15.906708000 CEST","66.135.209.36","192.168.1.142","80","1030"
"3519","Oct 22, 2017 12:48:15.906844000 CEST","192.168.1.142","66.135.209.36","56168","54"
"3520","Oct 22, 2017 12:48:15.912096000 CEST",,,"80","86"
"3521","Oct 22, 2017 12:48:16.017669000 CEST","192.168.1.142","95.101.90.235","56484","1401"
"3522","Oct 22, 2017 12:48:16.022629000 CEST","95.101.90.235","192.168.1.142","80","66"
"3523","Oct 22, 2017 12:48:16.145069000 CEST","192.168.1.142","23.211.9.229","34476","1506"
"3524","Oct 22, 2017 12:48:16.145105000 CEST","192.168.1.142","23.211.9.229","34476","174"
"3525","Oct 22, 2017 12:48:16.149838000 CEST","23.211.9.229","192.168.1.142","80","66"
"3526","Oct 22, 2017 12:48:16.153743000 CEST","23.211.9.229","192.168.1.142","80","66"
"3527","Oct 22, 2017 12:48:16.243114000 CEST","192.168.1.142","23.211.9.229","34934","1506"
"3528","Oct 22, 2017 12:48:16.243152000 CEST","192.168.1.142","23.211.9.229","34934","208"
"3529","Oct 22, 2017 12:48:16.248833000 CEST","23.211.9.229","192.168.1.142","80","66"
"3530","Oct 22, 2017 12:48:16.249871000 CEST","23.211.9.229","192.168.1.142","80","66"
"3531","Oct 22, 2017 12:48:16.297135000 CEST","95.101.90.235","192.168.1.142","80","1506"
"3532","Oct 22, 2017 12:48:16.297231000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3533","Oct 22, 2017 12:48:16.297371000 CEST","95.101.90.235","192.168.1.142","80","133"
"3534","Oct 22, 2017 12:48:16.297425000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3535","Oct 22, 2017 12:48:16.297766000 CEST","95.101.90.235","192.168.1.142","80","1506"
"3536","Oct 22, 2017 12:48:16.297818000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3537","Oct 22, 2017 12:48:16.297849000 CEST","95.101.90.235","192.168.1.142","80","1506"
"3538","Oct 22, 2017 12:48:16.297885000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3539","Oct 22, 2017 12:48:16.297905000 CEST","95.101.90.235","192.168.1.142","80","352"
"3540","Oct 22, 2017 12:48:16.297938000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3541","Oct 22, 2017 12:48:16.318408000 CEST","23.211.9.229","192.168.1.142","80","806"
"3542","Oct 22, 2017 12:48:16.318494000 CEST","192.168.1.142","23.211.9.229","34476","66"
"3543","Oct 22, 2017 12:48:16.404132000 CEST","23.211.9.229","192.168.1.142","80","712"
"3544","Oct 22, 2017 12:48:16.404261000 CEST","192.168.1.142","23.211.9.229","34934","66"
"3545","Oct 22, 2017 12:48:16.409450000 CEST","192.168.1.142","23.211.9.229","34478","1158"
"3546","Oct 22, 2017 12:48:16.411453000 CEST",,,"59410","86"
"3547","Oct 22, 2017 12:48:16.411569000 CEST",,,"50416","86"
"3548","Oct 22, 2017 12:48:16.411606000 CEST",,,"50418","86"
"3549","Oct 22, 2017 12:48:16.411626000 CEST",,,"50420","86"
"3550","Oct 22, 2017 12:48:16.411644000 CEST",,,"50410","86"
"3551","Oct 22, 2017 12:48:16.411661000 CEST",,,"50412","86"
"3552","Oct 22, 2017 12:48:16.411678000 CEST",,,"60708","86"
"3553","Oct 22, 2017 12:48:16.424210000 CEST","23.211.9.229","192.168.1.142","80","66"
"3554","Oct 22, 2017 12:48:16.428837000 CEST",,,"80","86"
"3555","Oct 22, 2017 12:48:16.429154000 CEST",,,"80","86"
"3556","Oct 22, 2017 12:48:16.430332000 CEST",,,"80","86"
"3557","Oct 22, 2017 12:48:16.432100000 CEST",,,"80","86"
"3558","Oct 22, 2017 12:48:16.433344000 CEST",,,"80","86"
"3559","Oct 22, 2017 12:48:16.433477000 CEST",,,"80","86"
"3560","Oct 22, 2017 12:48:16.433512000 CEST",,,"80","86"
"3561","Oct 22, 2017 12:48:16.505252000 CEST","192.168.1.142","87.98.252.5","60878","66"
"3562","Oct 22, 2017 12:48:16.505432000 CEST","192.168.1.142","63.215.202.75","46794","54"
"3563","Oct 22, 2017 12:48:16.505509000 CEST","192.168.1.142","37.157.2.25","51632","66"
"3564","Oct 22, 2017 12:48:16.505583000 CEST","192.168.1.142","67.231.251.189","34186","66"
"3565","Oct 22, 2017 12:48:16.525829000 CEST","63.215.202.75","192.168.1.142","80","54"
"3566","Oct 22, 2017 12:48:16.525918000 CEST","192.168.1.142","63.215.202.75","46794","54"
"3567","Oct 22, 2017 12:48:16.540363000 CEST","87.98.252.5","192.168.1.142","80","66"
"3568","Oct 22, 2017 12:48:16.540482000 CEST","192.168.1.142","87.98.252.5","60878","66"
"3569","Oct 22, 2017 12:48:16.546423000 CEST","37.157.2.25","192.168.1.142","80","66"
"3570","Oct 22, 2017 12:48:16.546503000 CEST","192.168.1.142","37.157.2.25","51632","66"
"3571","Oct 22, 2017 12:48:16.603958000 CEST","23.211.9.229","192.168.1.142","80","1435"
"3572","Oct 22, 2017 12:48:16.604059000 CEST","192.168.1.142","23.211.9.229","34478","66"
"3573","Oct 22, 2017 12:48:16.616834000 CEST","67.231.251.189","192.168.1.142","80","66"
"3574","Oct 22, 2017 12:48:16.616935000 CEST","192.168.1.142","67.231.251.189","34186","66"
"3575","Oct 22, 2017 12:48:16.633887000 CEST","192.168.1.142","23.211.9.229","34476","1506"
"3576","Oct 22, 2017 12:48:16.633928000 CEST","192.168.1.142","23.211.9.229","34476","205"
"3577","Oct 22, 2017 12:48:16.634062000 CEST","192.168.1.142","23.211.9.229","34530","770"
"3578","Oct 22, 2017 12:48:16.634146000 CEST","192.168.1.142","23.211.9.229","34528","770"
"3579","Oct 22, 2017 12:48:16.634223000 CEST","192.168.1.142","23.211.9.229","34532","770"
"3580","Oct 22, 2017 12:48:16.635105000 CEST","192.168.1.142","23.211.9.229","35044","74"
"3581","Oct 22, 2017 12:48:16.635213000 CEST","192.168.1.142","23.211.9.229","35046","74"
"3582","Oct 22, 2017 12:48:16.638005000 CEST","23.211.9.229","192.168.1.142","80","66"
"3583","Oct 22, 2017 12:48:16.638446000 CEST","23.211.9.229","192.168.1.142","80","66"
"3584","Oct 22, 2017 12:48:16.638698000 CEST","23.211.9.229","192.168.1.142","80","66"
"3585","Oct 22, 2017 12:48:16.641831000 CEST","192.168.1.142","66.211.184.152","44284","1494"
"3586","Oct 22, 2017 12:48:16.641884000 CEST","192.168.1.142","66.211.184.152","44284","210"
"3587","Oct 22, 2017 12:48:16.651679000 CEST","23.211.9.229","192.168.1.142","80","74"
"3588","Oct 22, 2017 12:48:16.651778000 CEST","192.168.1.142","23.211.9.229","35044","66"
"3589","Oct 22, 2017 12:48:16.652523000 CEST","23.211.9.229","192.168.1.142","80","74"
"3590","Oct 22, 2017 12:48:16.652609000 CEST","192.168.1.142","23.211.9.229","35046","66"
"3591","Oct 22, 2017 12:48:16.653002000 CEST","23.211.9.229","192.168.1.142","80","66"
"3592","Oct 22, 2017 12:48:16.653050000 CEST","23.211.9.229","192.168.1.142","80","66"
"3593","Oct 22, 2017 12:48:16.780609000 CEST","192.168.1.142","95.101.90.235","56484","810"
"3594","Oct 22, 2017 12:48:16.783864000 CEST","95.101.90.235","192.168.1.142","80","66"
"3595","Oct 22, 2017 12:48:16.788570000 CEST","207.244.108.217","192.168.1.142","80","66"
"3596","Oct 22, 2017 12:48:16.789385000 CEST","192.168.1.142","207.244.108.217","46428","66"
"3597","Oct 22, 2017 12:48:16.809311000 CEST","66.211.184.152","192.168.1.142","80","54"
"3598","Oct 22, 2017 12:48:16.820128000 CEST","23.211.9.229","192.168.1.142","80","731"
"3599","Oct 22, 2017 12:48:16.820216000 CEST","192.168.1.142","23.211.9.229","34476","66"
"3600","Oct 22, 2017 12:48:16.822336000 CEST","66.211.184.152","192.168.1.142","80","1273"
"3601","Oct 22, 2017 12:48:16.822478000 CEST","192.168.1.142","66.211.184.152","44284","54"
"3602","Oct 22, 2017 12:48:16.822561000 CEST","66.211.184.152","192.168.1.142","80","59"
"3603","Oct 22, 2017 12:48:16.822598000 CEST","192.168.1.142","66.211.184.152","44284","54"
"3604","Oct 22, 2017 12:48:16.889352000 CEST","207.244.108.217","192.168.1.142","80","66"
"3605","Oct 22, 2017 12:48:16.922460000 CEST",,,"50816","86"
"3606","Oct 22, 2017 12:48:16.922516000 CEST",,,"50814","86"
"3607","Oct 22, 2017 12:48:16.928127000 CEST",,,"80","86"
"3608","Oct 22, 2017 12:48:16.929508000 CEST",,,"80","86"
"3609","Oct 22, 2017 12:48:16.974612000 CEST","95.101.90.235","192.168.1.142","80","456"
"3610","Oct 22, 2017 12:48:16.974706000 CEST","192.168.1.142","95.101.90.235","56484","66"
"3611","Oct 22, 2017 12:48:17.033605000 CEST","192.168.1.142","91.215.103.65","39324","74"
"3612","Oct 22, 2017 12:48:17.033731000 CEST","192.168.1.142","91.215.103.65","39326","74"
"3613","Oct 22, 2017 12:48:17.040765000 CEST","91.215.103.65","192.168.1.142","80","58"
"3614","Oct 22, 2017 12:48:17.040844000 CEST","192.168.1.142","91.215.103.65","39324","54"
"3615","Oct 22, 2017 12:48:17.040908000 CEST","91.215.103.65","192.168.1.142","80","58"
"3616","Oct 22, 2017 12:48:17.040962000 CEST","192.168.1.142","91.215.103.65","39326","54"
"3617","Oct 22, 2017 12:48:17.042423000 CEST","192.168.1.142","91.215.103.65","39324","784"
"3618","Oct 22, 2017 12:48:17.050265000 CEST","91.215.103.65","192.168.1.142","80","54"
"3619","Oct 22, 2017 12:48:17.050311000 CEST","91.215.103.65","192.168.1.142","80","748"
"3620","Oct 22, 2017 12:48:17.050348000 CEST","192.168.1.142","91.215.103.65","39324","54"
"3621","Oct 22, 2017 12:48:17.166695000 CEST","23.211.9.229","192.168.1.142","80","922"
"3622","Oct 22, 2017 12:48:17.166785000 CEST","192.168.1.142","23.211.9.229","34530","66"
"3623","Oct 22, 2017 12:48:17.175259000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3624","Oct 22, 2017 12:48:17.175350000 CEST","192.168.1.142","23.211.9.229","34528","66"
"3625","Oct 22, 2017 12:48:17.176594000 CEST","23.211.9.229","192.168.1.142","80","563"
"3626","Oct 22, 2017 12:48:17.176683000 CEST","192.168.1.142","23.211.9.229","34528","66"
"3627","Oct 22, 2017 12:48:17.177833000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3628","Oct 22, 2017 12:48:17.177900000 CEST","192.168.1.142","23.211.9.229","34528","66"
"3629","Oct 22, 2017 12:48:17.177931000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3630","Oct 22, 2017 12:48:17.177967000 CEST","192.168.1.142","23.211.9.229","34528","66"
"3631","Oct 22, 2017 12:48:17.177996000 CEST","23.211.9.229","192.168.1.142","80","1025"
"3632","Oct 22, 2017 12:48:17.178031000 CEST","192.168.1.142","23.211.9.229","34528","66"
"3633","Oct 22, 2017 12:48:17.200763000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3634","Oct 22, 2017 12:48:17.200849000 CEST","192.168.1.142","23.211.9.229","34532","66"
"3635","Oct 22, 2017 12:48:17.201011000 CEST","23.211.9.229","192.168.1.142","80","563"
"3636","Oct 22, 2017 12:48:17.201064000 CEST","192.168.1.142","23.211.9.229","34532","66"
"3637","Oct 22, 2017 12:48:17.202197000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3638","Oct 22, 2017 12:48:17.202278000 CEST","192.168.1.142","23.211.9.229","34532","66"
"3639","Oct 22, 2017 12:48:17.202320000 CEST","23.211.9.229","192.168.1.142","80","1506"
"3640","Oct 22, 2017 12:48:17.202358000 CEST","192.168.1.142","23.211.9.229","34532","66"
"3641","Oct 22, 2017 12:48:17.202381000 CEST","23.211.9.229","192.168.1.142","80","913"
"3642","Oct 22, 2017 12:48:17.202431000 CEST","192.168.1.142","23.211.9.229","34532","66"
"3643","Oct 22, 2017 12:48:17.369311000 CEST","192.168.1.142","23.211.9.61","58664","74"
"3644","Oct 22, 2017 12:48:17.377287000 CEST","23.211.9.61","192.168.1.142","80","74"
"3645","Oct 22, 2017 12:48:17.377391000 CEST","192.168.1.142","23.211.9.61","58664","66"
"3646","Oct 22, 2017 12:48:17.434464000 CEST","192.168.1.142","198.47.127.27","56510","54"
"3647","Oct 22, 2017 12:48:17.434506000 CEST","192.168.1.142","23.211.9.91","56666","66"
"3648","Oct 22, 2017 12:48:17.434612000 CEST","192.168.1.142","34.249.129.167","46642","66"
"3649","Oct 22, 2017 12:48:17.438671000 CEST","23.211.9.91","192.168.1.142","80","66"
"3650","Oct 22, 2017 12:48:17.448334000 CEST","198.47.127.27","192.168.1.142","80","54"
"3651","Oct 22, 2017 12:48:17.467442000 CEST","34.249.129.167","192.168.1.142","80","66"
"3652","Oct 22, 2017 12:48:17.631703000 CEST","192.168.1.142","107.178.248.96","57458","66"
"3653","Oct 22, 2017 12:48:17.631833000 CEST","192.168.1.142","193.46.63.64","55434","54"
"3654","Oct 22, 2017 12:48:17.632407000 CEST","192.168.1.142","146.148.112.133","57156","66"
"3655","Oct 22, 2017 12:48:17.642814000 CEST","107.178.248.96","192.168.1.142","80","66"
"3656","Oct 22, 2017 12:48:17.642942000 CEST","192.168.1.142","107.178.248.96","57458","66"
"3657","Oct 22, 2017 12:48:17.651987000 CEST","146.148.112.133","192.168.1.142","80","66"
"3658","Oct 22, 2017 12:48:17.652088000 CEST","192.168.1.142","146.148.112.133","57156","66"
"3659","Oct 22, 2017 12:48:17.681955000 CEST","192.168.1.142","54.72.198.94","40918","1477"
"3660","Oct 22, 2017 12:48:17.682969000 CEST",,,"33374","94"
"3661","Oct 22, 2017 12:48:17.683091000 CEST",,,"33376","94"
"3662","Oct 22, 2017 12:48:17.698576000 CEST",,,"80","94"
"3663","Oct 22, 2017 12:48:17.698683000 CEST",,,"33374","86"
"3664","Oct 22, 2017 12:48:17.699359000 CEST",,,"80","94"
"3665","Oct 22, 2017 12:48:17.699441000 CEST",,,"33376","86"
"3666","Oct 22, 2017 12:48:17.732265000 CEST","54.72.198.94","192.168.1.142","80","1506"
"3667","Oct 22, 2017 12:48:17.732368000 CEST","192.168.1.142","54.72.198.94","40918","66"
"3668","Oct 22, 2017 12:48:17.732531000 CEST","54.72.198.94","192.168.1.142","80","1506"
"3669","Oct 22, 2017 12:48:17.732579000 CEST","192.168.1.142","54.72.198.94","40918","66"
"3670","Oct 22, 2017 12:48:17.733986000 CEST","54.72.198.94","192.168.1.142","80","1506"
"3671","Oct 22, 2017 12:48:17.734070000 CEST","192.168.1.142","54.72.198.94","40918","66"
"3672","Oct 22, 2017 12:48:17.734099000 CEST","54.72.198.94","192.168.1.142","80","1506"
"3673","Oct 22, 2017 12:48:17.734130000 CEST","192.168.1.142","54.72.198.94","40918","66"
"3674","Oct 22, 2017 12:48:17.734161000 CEST","54.72.198.94","192.168.1.142","80","1271"
"3675","Oct 22, 2017 12:48:17.734194000 CEST","192.168.1.142","54.72.198.94","40918","66"
"3676","Oct 22, 2017 12:48:17.843463000 CEST","192.168.1.142","193.46.63.64","55434","54"
"3677","Oct 22, 2017 12:48:17.946591000 CEST","192.168.1.142","2.16.100.161","59180","66"
"3678","Oct 22, 2017 12:48:17.946621000 CEST","192.168.1.142","185.29.135.233","35120","66"
"3679","Oct 22, 2017 12:48:17.951327000 CEST","2.16.100.161","192.168.1.142","80","66"
"3680","Oct 22, 2017 12:48:17.968736000 CEST","185.29.135.233","192.168.1.142","80","66"
"3681","Oct 22, 2017 12:48:18.266457000 CEST","192.168.1.142","193.46.63.64","55434","54"
"3682","Oct 22, 2017 12:48:18.459478000 CEST",,,"50048","86"
"3683","Oct 22, 2017 12:48:18.459551000 CEST",,,"43664","74"
"3684","Oct 22, 2017 12:48:18.459580000 CEST",,,"43666","74"
"3685","Oct 22, 2017 12:48:18.459611000 CEST",,,"43672","74"
"3686","Oct 22, 2017 12:48:18.464487000 CEST",,,"80","86"
"3687","Oct 22, 2017 12:48:18.474165000 CEST",,,"80","74"
"3688","Oct 22, 2017 12:48:18.474349000 CEST",,,"80","74"
"3689","Oct 22, 2017 12:48:18.474906000 CEST",,,"80","74"
"3690","Oct 22, 2017 12:48:18.914710000 CEST",,,"32934","581"
"3691","Oct 22, 2017 12:48:18.921524000 CEST",,,"80","86"
"3692","Oct 22, 2017 12:48:18.970472000 CEST",,,"50210","86"
"3693","Oct 22, 2017 12:48:18.970538000 CEST",,,"50046","86"
"3694","Oct 22, 2017 12:48:18.976711000 CEST",,,"80","86"
"3695","Oct 22, 2017 12:48:18.977478000 CEST",,,"80","86"
"3696","Oct 22, 2017 12:48:18.992121000 CEST",,,"32932","581"
"3697","Oct 22, 2017 12:48:19.001859000 CEST",,,"80","86"
"3698","Oct 22, 2017 12:48:19.010226000 CEST",,,"80","766"
"3699","Oct 22, 2017 12:48:19.010339000 CEST",,,"32934","86"
"3700","Oct 22, 2017 12:48:19.039190000 CEST",,,"80","765"
"3701","Oct 22, 2017 12:48:19.039289000 CEST",,,"32932","86"
"3702","Oct 22, 2017 12:48:19.162462000 CEST","192.168.1.142","193.46.63.64","55434","54"
"3703","Oct 22, 2017 12:48:19.253117000 CEST",,,"32942","580"
"3704","Oct 22, 2017 12:48:19.281658000 CEST",,,"80","86"
"3705","Oct 22, 2017 12:48:19.381714000 CEST",,,"80","765"
"3706","Oct 22, 2017 12:48:19.381828000 CEST",,,"32942","86"
"3707","Oct 22, 2017 12:48:19.482462000 CEST",,,"51554","86"
"3708","Oct 22, 2017 12:48:19.482508000 CEST",,,"32938","86"
