frame.number,frame.time,ip.src,ip.dst,tcp.port,frame.len
"1081","Oct 22, 2017 12:47:47.099675000 CEST","188.121.36.239","192.168.1.142","80","66"
"1082","Oct 22, 2017 12:47:47.099705000 CEST","188.121.36.239","192.168.1.142","80","1506"
"1083","Oct 22, 2017 12:47:47.099737000 CEST","192.168.1.142","188.121.36.239","60512","66"
"1084","Oct 22, 2017 12:47:47.099754000 CEST","188.121.36.239","192.168.1.142","80","893"
"1085","Oct 22, 2017 12:47:47.099780000 CEST","192.168.1.142","188.121.36.239","60512","66"
"1086","Oct 22, 2017 12:47:47.099799000 CEST","188.121.36.239","192.168.1.142","80","1506"
"1087","Oct 22, 2017 12:47:47.099829000 CEST","192.168.1.142","188.121.36.239","60502","66"
"1088","Oct 22, 2017 12:47:47.099849000 CEST","188.121.36.239","192.168.1.142","80","893"
"1089","Oct 22, 2017 12:47:47.099878000 CEST","192.168.1.142","188.121.36.239","60502","66"
"1090","Oct 22, 2017 12:47:47.099899000 CEST","188.121.36.239","192.168.1.142","80","66"
"1091","Oct 22, 2017 12:47:47.099926000 CEST","188.121.36.239","192.168.1.142","80","66"
"1092","Oct 22, 2017 12:47:47.112584000 CEST","188.121.36.239","192.168.1.142","80","1506"
"1093","Oct 22, 2017 12:47:47.112673000 CEST","192.168.1.142","188.121.36.239","60510","66"
"1094","Oct 22, 2017 12:47:47.112708000 CEST","188.121.36.239","192.168.1.142","80","893"
"1095","Oct 22, 2017 12:47:47.112742000 CEST","192.168.1.142","188.121.36.239","60510","66"
"1096","Oct 22, 2017 12:47:47.112767000 CEST","188.121.36.239","192.168.1.142","80","66"
"1097","Oct 22, 2017 12:47:47.140460000 CEST","192.168.1.142","188.121.36.239","60502","66"
"1098","Oct 22, 2017 12:47:47.140521000 CEST","192.168.1.142","188.121.36.239","60512","66"
"1099","Oct 22, 2017 12:47:47.140550000 CEST","192.168.1.142","188.121.36.239","60500","66"
"1100","Oct 22, 2017 12:47:47.153452000 CEST","192.168.1.142","188.121.36.239","60510","66"
"1101","Oct 22, 2017 12:47:47.169804000 CEST",,,"36794","688"
"1102","Oct 22, 2017 12:47:47.176157000 CEST",,,"32906","94"
"1103","Oct 22, 2017 12:47:47.196755000 CEST",,,"80","94"
"1104","Oct 22, 2017 12:47:47.196817000 CEST",,,"32906","86"
"1105","Oct 22, 2017 12:47:47.206646000 CEST",,,"80","336"
"1106","Oct 22, 2017 12:47:47.206751000 CEST",,,"36794","86"
"1107","Oct 22, 2017 12:47:47.231865000 CEST","192.168.1.142","188.121.36.239","60510","66"
"1108","Oct 22, 2017 12:47:47.231977000 CEST","192.168.1.142","188.121.36.239","60512","66"
"1109","Oct 22, 2017 12:47:47.232021000 CEST","192.168.1.142","188.121.36.239","60500","66"
"1110","Oct 22, 2017 12:47:47.232060000 CEST","192.168.1.142","188.121.36.239","60502","66"
"1111","Oct 22, 2017 12:47:47.252047000 CEST","188.121.36.239","192.168.1.142","80","66"
"1112","Oct 22, 2017 12:47:47.252287000 CEST","188.121.36.239","192.168.1.142","80","66"
"1113","Oct 22, 2017 12:47:47.252765000 CEST","188.121.36.239","192.168.1.142","80","66"
"1114","Oct 22, 2017 12:47:47.252808000 CEST","188.121.36.239","192.168.1.142","80","66"
"1115","Oct 22, 2017 12:47:47.261809000 CEST",,,"32906","634"
"1116","Oct 22, 2017 12:47:47.284740000 CEST",,,"80","86"
"1117","Oct 22, 2017 12:47:47.284914000 CEST",,,"80","231"
"1118","Oct 22, 2017 12:47:47.284962000 CEST",,,"32906","86"
"1119","Oct 22, 2017 12:47:47.738452000 CEST",,,"50104","86"
"1120","Oct 22, 2017 12:47:47.738503000 CEST",,,"50106","86"
"1121","Oct 22, 2017 12:47:47.748842000 CEST",,,"80","86"
"1122","Oct 22, 2017 12:47:47.748870000 CEST",,,"80","86"
"1123","Oct 22, 2017 12:47:47.751907000 CEST",,,"50048","520"
"1124","Oct 22, 2017 12:47:47.761710000 CEST",,,"80","1506"
"1125","Oct 22, 2017 12:47:47.761905000 CEST",,,"80","631"
"1126","Oct 22, 2017 12:47:47.761969000 CEST",,,"50048","86"
"1127","Oct 22, 2017 12:47:48.247765000 CEST",,,"50210","520"
"1128","Oct 22, 2017 12:47:48.247886000 CEST",,,"50046","520"
"1129","Oct 22, 2017 12:47:48.251319000 CEST",,,"50500","94"
"1130","Oct 22, 2017 12:47:48.256479000 CEST",,,"80","1506"
"1131","Oct 22, 2017 12:47:48.256616000 CEST",,,"50046","86"
"1132","Oct 22, 2017 12:47:48.259959000 CEST",,,"80","631"
"1133","Oct 22, 2017 12:47:48.260061000 CEST",,,"50046","86"
"1134","Oct 22, 2017 12:47:48.261963000 CEST",,,"80","1506"
"1135","Oct 22, 2017 12:47:48.262077000 CEST",,,"50210","86"
"1136","Oct 22, 2017 12:47:48.262111000 CEST",,,"80","441"
"1137","Oct 22, 2017 12:47:48.262157000 CEST",,,"50210","86"
"1138","Oct 22, 2017 12:47:48.262228000 CEST",,,"80","94"
"1139","Oct 22, 2017 12:47:48.262294000 CEST",,,"50500","86"
"1140","Oct 22, 2017 12:47:48.294011000 CEST",,,"50210","520"
"1141","Oct 22, 2017 12:47:48.298930000 CEST",,,"80","1506"
"1142","Oct 22, 2017 12:47:48.299152000 CEST",,,"80","441"
"1143","Oct 22, 2017 12:47:48.299220000 CEST",,,"50210","86"
"1144","Oct 22, 2017 12:47:48.333262000 CEST",,,"50504","94"
"1145","Oct 22, 2017 12:47:48.333477000 CEST",,,"51554","512"
"1146","Oct 22, 2017 12:47:48.338173000 CEST",,,"80","94"
"1147","Oct 22, 2017 12:47:48.338286000 CEST",,,"50504","86"
"1148","Oct 22, 2017 12:47:48.350846000 CEST",,,"80","86"
"1149","Oct 22, 2017 12:47:48.352171000 CEST",,,"80","1294"
"1150","Oct 22, 2017 12:47:48.352272000 CEST",,,"51554","86"
"1151","Oct 22, 2017 12:47:48.352584000 CEST",,,"80","1294"
"1152","Oct 22, 2017 12:47:48.352645000 CEST",,,"51554","86"
"1153","Oct 22, 2017 12:47:48.353462000 CEST",,,"80","1294"
"1154","Oct 22, 2017 12:47:48.353554000 CEST",,,"51554","86"
"1155","Oct 22, 2017 12:47:48.353582000 CEST",,,"80","1294"
"1156","Oct 22, 2017 12:47:48.353632000 CEST",,,"51554","86"
"1157","Oct 22, 2017 12:47:48.353667000 CEST",,,"80","1294"
"1158","Oct 22, 2017 12:47:48.353707000 CEST",,,"51554","86"
"1159","Oct 22, 2017 12:47:48.353727000 CEST",,,"80","1008"
"1160","Oct 22, 2017 12:47:48.353765000 CEST",,,"51554","86"
"1161","Oct 22, 2017 12:47:48.413006000 CEST",,,"32906","553"
"1162","Oct 22, 2017 12:47:48.419226000 CEST",,,"80","230"
"1163","Oct 22, 2017 12:47:48.419337000 CEST",,,"32906","86"
"1164","Oct 22, 2017 12:47:48.738490000 CEST","192.168.1.142","93.184.220.29","35396","505"
"1165","Oct 22, 2017 12:47:48.744916000 CEST","192.168.1.142","93.184.220.29","35402","505"
"1166","Oct 22, 2017 12:47:48.757509000 CEST","93.184.220.29","192.168.1.142","80","854"
"1167","Oct 22, 2017 12:47:48.757585000 CEST","192.168.1.142","93.184.220.29","35396","66"
"1168","Oct 22, 2017 12:47:48.760082000 CEST","93.184.220.29","192.168.1.142","80","854"
"1169","Oct 22, 2017 12:47:48.760179000 CEST","192.168.1.142","93.184.220.29","35402","66"
"1170","Oct 22, 2017 12:47:49.107748000 CEST",,,"51554","604"
"1171","Oct 22, 2017 12:47:49.119140000 CEST",,,"80","1294"
"1172","Oct 22, 2017 12:47:49.119255000 CEST",,,"51554","86"
"1173","Oct 22, 2017 12:47:49.119351000 CEST",,,"80","1294"
"1174","Oct 22, 2017 12:47:49.119433000 CEST",,,"51554","86"
"1175","Oct 22, 2017 12:47:49.120206000 CEST",,,"80","1294"
"1176","Oct 22, 2017 12:47:49.120287000 CEST",,,"51554","86"
"1177","Oct 22, 2017 12:47:49.120318000 CEST",,,"80","1294"
"1178","Oct 22, 2017 12:47:49.120359000 CEST",,,"51554","86"
"1179","Oct 22, 2017 12:47:49.120380000 CEST",,,"80","225"
"1180","Oct 22, 2017 12:47:49.120436000 CEST",,,"51554","86"
"1181","Oct 22, 2017 12:47:49.231146000 CEST","192.168.1.142","23.211.10.90","38248","66"
"1182","Oct 22, 2017 12:47:49.231591000 CEST","192.168.1.142","23.211.10.90","38246","66"
"1183","Oct 22, 2017 12:47:49.231802000 CEST","192.168.1.142","23.211.10.90","38244","66"
"1184","Oct 22, 2017 12:47:49.231930000 CEST","192.168.1.142","23.211.10.90","38242","66"
"1185","Oct 22, 2017 12:47:49.234712000 CEST","23.211.10.90","192.168.1.142","80","66"
"1186","Oct 22, 2017 12:47:49.234810000 CEST","192.168.1.142","23.211.10.90","38248","66"
"1187","Oct 22, 2017 12:47:49.237046000 CEST","23.211.10.90","192.168.1.142","80","66"
"1188","Oct 22, 2017 12:47:49.237142000 CEST","192.168.1.142","23.211.10.90","38244","66"
"1189","Oct 22, 2017 12:47:49.237290000 CEST","23.211.10.90","192.168.1.142","80","66"
"1190","Oct 22, 2017 12:47:49.237350000 CEST","192.168.1.142","23.211.10.90","38242","66"
"1191","Oct 22, 2017 12:47:49.238062000 CEST","23.211.10.90","192.168.1.142","80","66"
"1192","Oct 22, 2017 12:47:49.238139000 CEST","192.168.1.142","23.211.10.90","38246","66"
"1193","Oct 22, 2017 12:47:49.274470000 CEST",,,"55062","86"
"1194","Oct 22, 2017 12:47:49.274537000 CEST",,,"59412","86"
"1195","Oct 22, 2017 12:47:49.274592000 CEST",,,"50208","86"
"1196","Oct 22, 2017 12:47:49.279288000 CEST",,,"80","86"
"1197","Oct 22, 2017 12:47:49.280004000 CEST",,,"80","86"
"1198","Oct 22, 2017 12:47:49.285679000 CEST",,,"80","86"
"1199","Oct 22, 2017 12:47:49.425202000 CEST",,,"32932","94"
"1200","Oct 22, 2017 12:47:49.425347000 CEST",,,"32934","94"
"1201","Oct 22, 2017 12:47:49.425768000 CEST",,,"32938","94"
"1202","Oct 22, 2017 12:47:49.425910000 CEST",,,"32940","94"
"1203","Oct 22, 2017 12:47:49.426054000 CEST",,,"32942","94"
"1204","Oct 22, 2017 12:47:49.429074000 CEST",,,"32944","94"
"1205","Oct 22, 2017 12:47:49.433817000 CEST",,,"80","94"
"1206","Oct 22, 2017 12:47:49.433955000 CEST",,,"32934","86"
"1207","Oct 22, 2017 12:47:49.434022000 CEST",,,"80","94"
"1208","Oct 22, 2017 12:47:49.434081000 CEST",,,"32932","86"
"1209","Oct 22, 2017 12:47:49.437346000 CEST",,,"80","94"
"1210","Oct 22, 2017 12:47:49.437493000 CEST",,,"32944","86"
"1211","Oct 22, 2017 12:47:49.439317000 CEST",,,"80","94"
"1212","Oct 22, 2017 12:47:49.439486000 CEST",,,"32942","86"
"1213","Oct 22, 2017 12:47:49.439532000 CEST",,,"80","94"
"1214","Oct 22, 2017 12:47:49.439590000 CEST",,,"32938","86"
"1215","Oct 22, 2017 12:47:49.439621000 CEST",,,"80","94"
"1216","Oct 22, 2017 12:47:49.439675000 CEST",,,"32940","86"
"1217","Oct 22, 2017 12:47:49.516632000 CEST",,,"32942","581"
"1218","Oct 22, 2017 12:47:49.516736000 CEST",,,"32940","581"
"1219","Oct 22, 2017 12:47:49.516879000 CEST",,,"32938","580"
"1220","Oct 22, 2017 12:47:49.517245000 CEST",,,"32934","581"
"1221","Oct 22, 2017 12:47:49.517370000 CEST",,,"32932","581"
"1222","Oct 22, 2017 12:47:49.523963000 CEST",,,"80","86"
"1223","Oct 22, 2017 12:47:49.529045000 CEST",,,"80","86"
"1224","Oct 22, 2017 12:47:49.529431000 CEST",,,"80","86"
"1225","Oct 22, 2017 12:47:49.530058000 CEST",,,"80","86"
"1226","Oct 22, 2017 12:47:49.530102000 CEST",,,"80","86"
"1227","Oct 22, 2017 12:47:49.562164000 CEST",,,"80","766"
"1228","Oct 22, 2017 12:47:49.562264000 CEST",,,"32932","86"
"1229","Oct 22, 2017 12:47:49.571420000 CEST",,,"80","766"
"1230","Oct 22, 2017 12:47:49.571527000 CEST",,,"32934","86"
"1231","Oct 22, 2017 12:47:49.571616000 CEST",,,"80","766"
"1232","Oct 22, 2017 12:47:49.571663000 CEST",,,"32940","86"
"1233","Oct 22, 2017 12:47:49.571859000 CEST",,,"80","765"
"1234","Oct 22, 2017 12:47:49.571909000 CEST",,,"32938","86"
"1235","Oct 22, 2017 12:47:49.613009000 CEST",,,"80","766"
"1236","Oct 22, 2017 12:47:49.613195000 CEST",,,"32942","86"
"1237","Oct 22, 2017 12:47:49.786454000 CEST",,,"59420","86"
"1238","Oct 22, 2017 12:47:49.786535000 CEST",,,"59422","86"
"1239","Oct 22, 2017 12:47:49.797236000 CEST",,,"80","86"
"1240","Oct 22, 2017 12:47:49.797414000 CEST",,,"80","86"
"1241","Oct 22, 2017 12:47:49.816793000 CEST",,,"59406","521"
"1242","Oct 22, 2017 12:47:49.817732000 CEST",,,"36794","678"
"1243","Oct 22, 2017 12:47:49.861530000 CEST",,,"80","832"
"1244","Oct 22, 2017 12:47:49.861649000 CEST",,,"59406","86"
"1245","Oct 22, 2017 12:47:49.886422000 CEST",,,"80","86"
"1246","Oct 22, 2017 12:47:49.903678000 CEST",,,"80","952"
"1247","Oct 22, 2017 12:47:49.903785000 CEST",,,"36794","86"
"1248","Oct 22, 2017 12:47:49.939189000 CEST","192.168.1.142","193.46.63.64","55070","74"
"1249","Oct 22, 2017 12:47:49.939485000 CEST","192.168.1.142","193.46.63.64","55074","74"
"1250","Oct 22, 2017 12:47:49.945139000 CEST","193.46.63.64","192.168.1.142","80","58"
"1251","Oct 22, 2017 12:47:49.945251000 CEST","192.168.1.142","193.46.63.64","55070","54"
"1252","Oct 22, 2017 12:47:49.947516000 CEST","193.46.63.64","192.168.1.142","80","58"
"1253","Oct 22, 2017 12:47:49.947619000 CEST","192.168.1.142","193.46.63.64","55074","54"
"1254","Oct 22, 2017 12:47:49.965073000 CEST",,,"36794","678"
"1255","Oct 22, 2017 12:47:49.989943000 CEST",,,"80","86"
"1256","Oct 22, 2017 12:47:49.993199000 CEST",,,"36906","94"
"1257","Oct 22, 2017 12:47:49.993376000 CEST",,,"36908","94"
"1258","Oct 22, 2017 12:47:49.993534000 CEST",,,"36910","94"
"1259","Oct 22, 2017 12:47:50.013277000 CEST",,,"80","94"
"1260","Oct 22, 2017 12:47:50.013380000 CEST",,,"36906","86"
"1261","Oct 22, 2017 12:47:50.015863000 CEST",,,"80","94"
"1262","Oct 22, 2017 12:47:50.015959000 CEST",,,"36908","86"
"1263","Oct 22, 2017 12:47:50.019025000 CEST",,,"80","94"
"1264","Oct 22, 2017 12:47:50.019119000 CEST",,,"36910","86"
"1265","Oct 22, 2017 12:47:50.023031000 CEST","192.168.1.142","193.46.63.64","55074","605"
"1266","Oct 22, 2017 12:47:50.039390000 CEST","193.46.63.64","192.168.1.142","80","54"
"1267","Oct 22, 2017 12:47:50.039445000 CEST","193.46.63.64","192.168.1.142","80","307"
"1268","Oct 22, 2017 12:47:50.039488000 CEST","192.168.1.142","193.46.63.64","55074","54"
"1269","Oct 22, 2017 12:47:50.045683000 CEST",,,"36918","94"
"1270","Oct 22, 2017 12:47:50.060774000 CEST",,,"80","952"
"1271","Oct 22, 2017 12:47:50.060859000 CEST",,,"36794","86"
"1272","Oct 22, 2017 12:47:50.071722000 CEST",,,"80","94"
"1273","Oct 22, 2017 12:47:50.071824000 CEST",,,"36918","86"
"1274","Oct 22, 2017 12:47:50.112235000 CEST","176.52.241.248","192.168.1.142","80","66"
"1275","Oct 22, 2017 12:47:50.121204000 CEST","176.52.241.248","192.168.1.142","80","66"
"1276","Oct 22, 2017 12:47:50.143116000 CEST",,,"36906","677"
"1277","Oct 22, 2017 12:47:50.152470000 CEST","192.168.1.142","176.52.241.248","44316","66"
"1278","Oct 22, 2017 12:47:50.161465000 CEST","192.168.1.142","176.52.241.248","44318","66"
"1279","Oct 22, 2017 12:47:50.167175000 CEST",,,"80","86"
"1280","Oct 22, 2017 12:47:50.178599000 CEST",,,"36910","678"
"1281","Oct 22, 2017 12:47:50.178731000 CEST",,,"36908","678"
"1282","Oct 22, 2017 12:47:50.178828000 CEST","192.168.1.142","176.52.241.248","44316","66"
"1283","Oct 22, 2017 12:47:50.178925000 CEST","192.168.1.142","176.52.241.248","44318","66"
"1284","Oct 22, 2017 12:47:50.179118000 CEST","192.168.1.142","37.252.172.27","55062","74"
"1285","Oct 22, 2017 12:47:50.181330000 CEST","192.168.1.142","195.93.42.23","34468","74"
"1286","Oct 22, 2017 12:47:50.201275000 CEST","195.93.42.23","192.168.1.142","80","66"
"1287","Oct 22, 2017 12:47:50.201362000 CEST","192.168.1.142","195.93.42.23","34468","54"
"1288","Oct 22, 2017 12:47:50.202219000 CEST","37.252.172.27","192.168.1.142","80","74"
"1289","Oct 22, 2017 12:47:50.202306000 CEST","192.168.1.142","37.252.172.27","55062","66"
"1290","Oct 22, 2017 12:47:50.203820000 CEST",,,"80","86"
"1291","Oct 22, 2017 12:47:50.215230000 CEST",,,"80","86"
"1292","Oct 22, 2017 12:47:50.216823000 CEST","176.52.241.248","192.168.1.142","80","66"
"1293","Oct 22, 2017 12:47:50.216902000 CEST","176.52.241.248","192.168.1.142","80","66"
"1294","Oct 22, 2017 12:47:50.225592000 CEST",,,"80","950"
"1295","Oct 22, 2017 12:47:50.225683000 CEST",,,"36906","86"
"1296","Oct 22, 2017 12:47:50.234342000 CEST",,,"80","952"
"1297","Oct 22, 2017 12:47:50.234459000 CEST",,,"36910","86"
"1298","Oct 22, 2017 12:47:50.254480000 CEST","192.168.1.142","2.16.100.176","33314","74"
"1299","Oct 22, 2017 12:47:50.254608000 CEST","192.168.1.142","62.67.193.31","43326","74"
"1300","Oct 22, 2017 12:47:50.254725000 CEST","192.168.1.142","173.241.240.220","60644","74"
"1301","Oct 22, 2017 12:47:50.255264000 CEST","192.168.1.142","93.184.220.29","35402","505"
"1302","Oct 22, 2017 12:47:50.255343000 CEST","192.168.1.142","93.184.220.29","35396","505"
"1303","Oct 22, 2017 12:47:50.264648000 CEST","2.16.100.176","192.168.1.142","80","74"
"1304","Oct 22, 2017 12:47:50.264713000 CEST","192.168.1.142","2.16.100.176","33314","66"
"1305","Oct 22, 2017 12:47:50.264853000 CEST","173.241.240.220","192.168.1.142","80","66"
"1306","Oct 22, 2017 12:47:50.264902000 CEST","192.168.1.142","173.241.240.220","60644","54"
"1307","Oct 22, 2017 12:47:50.265388000 CEST","62.67.193.31","192.168.1.142","80","62"
"1308","Oct 22, 2017 12:47:50.265465000 CEST","192.168.1.142","62.67.193.31","43326","54"
"1309","Oct 22, 2017 12:47:50.268604000 CEST","93.184.220.29","192.168.1.142","80","854"
"1310","Oct 22, 2017 12:47:50.268698000 CEST","192.168.1.142","93.184.220.29","35396","66"
"1311","Oct 22, 2017 12:47:50.268919000 CEST","93.184.220.29","192.168.1.142","80","854"
"1312","Oct 22, 2017 12:47:50.268967000 CEST","192.168.1.142","93.184.220.29","35402","66"
"1313","Oct 22, 2017 12:47:50.269782000 CEST",,,"80","952"
"1314","Oct 22, 2017 12:47:50.269878000 CEST",,,"36908","86"
"1315","Oct 22, 2017 12:47:50.270150000 CEST","176.52.241.248","192.168.1.142","80","66"
"1316","Oct 22, 2017 12:47:50.279122000 CEST",,,"44856","94"
"1317","Oct 22, 2017 12:47:50.279225000 CEST",,,"58330","94"
"1318","Oct 22, 2017 12:47:50.309646000 CEST",,,"80","94"
"1319","Oct 22, 2017 12:47:50.309735000 CEST",,,"44856","86"
"1320","Oct 22, 2017 12:47:50.310454000 CEST","192.168.1.142","176.52.241.248","44320","66"
"1321","Oct 22, 2017 12:47:50.327527000 CEST",,,"32942","581"
"1322","Oct 22, 2017 12:47:50.336309000 CEST",,,"80","86"
"1323","Oct 22, 2017 12:47:50.379213000 CEST",,,"80","94"
"1324","Oct 22, 2017 12:47:50.379322000 CEST",,,"58330","86"
"1325","Oct 22, 2017 12:47:50.384201000 CEST",,,"80","766"
"1326","Oct 22, 2017 12:47:50.384305000 CEST",,,"32942","86"
"1327","Oct 22, 2017 12:47:50.461839000 CEST","192.168.1.142","178.250.2.89","37658","74"
"1328","Oct 22, 2017 12:47:50.463018000 CEST",,,"50404","86"
"1329","Oct 22, 2017 12:47:50.463098000 CEST",,,"50406","86"
"1330","Oct 22, 2017 12:47:50.463145000 CEST",,,"50408","86"
"1331","Oct 22, 2017 12:47:50.463197000 CEST","192.168.1.142","176.52.241.248","44326","66"
"1332","Oct 22, 2017 12:47:50.463241000 CEST","192.168.1.142","176.52.241.248","44320","66"
"1333","Oct 22, 2017 12:47:50.463902000 CEST",,,"44862","94"
"1334","Oct 22, 2017 12:47:50.464241000 CEST","192.168.1.142","37.252.172.27","55062","1470"
"1335","Oct 22, 2017 12:47:50.477613000 CEST","192.168.1.142","195.93.42.23","34468","878"
"1336","Oct 22, 2017 12:47:50.482623000 CEST",,,"80","86"
"1337","Oct 22, 2017 12:47:50.482724000 CEST",,,"50404","86"
"1338","Oct 22, 2017 12:47:50.483460000 CEST",,,"80","86"
"1339","Oct 22, 2017 12:47:50.483548000 CEST",,,"50408","86"
"1340","Oct 22, 2017 12:47:50.483710000 CEST",,,"80","86"
"1341","Oct 22, 2017 12:47:50.483763000 CEST",,,"50406","86"
"1342","Oct 22, 2017 12:47:50.494386000 CEST","178.250.2.89","192.168.1.142","80","74"
"1343","Oct 22, 2017 12:47:50.494525000 CEST","192.168.1.142","178.250.2.89","37658","66"
"1344","Oct 22, 2017 12:47:50.500552000 CEST","176.52.241.248","192.168.1.142","80","66"
"1345","Oct 22, 2017 12:47:50.500754000 CEST","176.52.241.248","192.168.1.142","80","66"
"1346","Oct 22, 2017 12:47:50.500812000 CEST","192.168.1.142","176.52.241.248","44326","66"
"1347","Oct 22, 2017 12:47:50.501604000 CEST","176.52.241.248","192.168.1.142","80","66"
"1348","Oct 22, 2017 12:47:50.506693000 CEST",,,"80","94"
"1349","Oct 22, 2017 12:47:50.506813000 CEST",,,"44862","86"
"1350","Oct 22, 2017 12:47:50.508490000 CEST","37.252.172.27","192.168.1.142","80","66"
"1351","Oct 22, 2017 12:47:50.509969000 CEST","195.93.42.23","192.168.1.142","80","54"
"1352","Oct 22, 2017 12:47:50.597694000 CEST","195.93.42.23","192.168.1.142","80","1494"
"1353","Oct 22, 2017 12:47:50.597955000 CEST","192.168.1.142","195.93.42.23","34468","54"
"1354","Oct 22, 2017 12:47:50.598150000 CEST","195.93.42.23","192.168.1.142","80","74"
"1355","Oct 22, 2017 12:47:50.598202000 CEST","192.168.1.142","195.93.42.23","34468","54"
"1356","Oct 22, 2017 12:47:50.598507000 CEST","195.93.42.23","192.168.1.142","80","1494"
"1357","Oct 22, 2017 12:47:50.598570000 CEST","192.168.1.142","195.93.42.23","34468","54"
"1358","Oct 22, 2017 12:47:50.598605000 CEST","195.93.42.23","192.168.1.142","80","540"
"1359","Oct 22, 2017 12:47:50.598641000 CEST","192.168.1.142","195.93.42.23","34468","54"
"1360","Oct 22, 2017 12:47:50.600701000 CEST","192.168.1.142","173.241.240.220","60644","1164"
"1361","Oct 22, 2017 12:47:50.600804000 CEST","192.168.1.142","62.67.193.31","43326","966"
"1362","Oct 22, 2017 12:47:50.600899000 CEST","192.168.1.142","2.16.100.176","33314","1505"
"1363","Oct 22, 2017 12:47:50.601015000 CEST",,,"58330","525"
"1364","Oct 22, 2017 12:47:50.601329000 CEST",,,"44856","752"
"1365","Oct 22, 2017 12:47:50.616383000 CEST","2.16.100.176","192.168.1.142","80","66"
"1366","Oct 22, 2017 12:47:50.619700000 CEST","62.67.193.31","192.168.1.142","80","54"
"1367","Oct 22, 2017 12:47:50.636444000 CEST",,,"80","86"
"1368","Oct 22, 2017 12:47:50.656855000 CEST","173.241.240.220","192.168.1.142","80","54"
"1369","Oct 22, 2017 12:47:50.665238000 CEST",,,"80","429"
"1370","Oct 22, 2017 12:47:50.665342000 CEST",,,"44856","86"
"1371","Oct 22, 2017 12:47:50.668038000 CEST","37.252.172.27","192.168.1.142","80","1506"
"1372","Oct 22, 2017 12:47:50.668126000 CEST","192.168.1.142","37.252.172.27","55062","66"
"1373","Oct 22, 2017 12:47:50.668518000 CEST","37.252.172.27","192.168.1.142","80","644"
"1374","Oct 22, 2017 12:47:50.668563000 CEST","192.168.1.142","37.252.172.27","55062","66"
"1375","Oct 22, 2017 12:47:50.668604000 CEST","37.252.172.27","192.168.1.142","80","146"
"1376","Oct 22, 2017 12:47:50.668638000 CEST","192.168.1.142","37.252.172.27","55062","66"
"1377","Oct 22, 2017 12:47:50.669113000 CEST","62.67.193.31","192.168.1.142","80","1035"
"1378","Oct 22, 2017 12:47:50.669176000 CEST","192.168.1.142","62.67.193.31","43326","54"
"1379","Oct 22, 2017 12:47:50.701094000 CEST",,,"80","86"
"1380","Oct 22, 2017 12:47:50.701382000 CEST",,,"80","945"
"1381","Oct 22, 2017 12:47:50.701547000 CEST",,,"58330","86"
"1382","Oct 22, 2017 12:47:50.701633000 CEST",,,"80","86"
"1383","Oct 22, 2017 12:47:50.736813000 CEST","192.168.1.142","178.250.2.89","37658","997"
"1384","Oct 22, 2017 12:47:50.736900000 CEST",,,"44862","752"
"1385","Oct 22, 2017 12:47:50.742474000 CEST",,,"58330","86"
"1386","Oct 22, 2017 12:47:50.749671000 CEST","178.250.2.89","192.168.1.142","80","66"
"1387","Oct 22, 2017 12:47:50.757265000 CEST",,,"80","86"
"1388","Oct 22, 2017 12:47:50.757761000 CEST","2.16.100.176","192.168.1.142","80","987"
"1389","Oct 22, 2017 12:47:50.757828000 CEST","192.168.1.142","2.16.100.176","33314","66"
"1390","Oct 22, 2017 12:47:50.759484000 CEST","178.250.2.89","192.168.1.142","80","450"
"1391","Oct 22, 2017 12:47:50.759570000 CEST","192.168.1.142","178.250.2.89","37658","66"
"1392","Oct 22, 2017 12:47:50.784644000 CEST",,,"80","429"
"1393","Oct 22, 2017 12:47:50.784755000 CEST",,,"44862","86"
"1394","Oct 22, 2017 12:47:50.801667000 CEST","173.241.240.220","192.168.1.142","80","891"
"1395","Oct 22, 2017 12:47:50.801757000 CEST","192.168.1.142","173.241.240.220","60644","54"
"1396","Oct 22, 2017 12:47:50.810460000 CEST","192.168.1.142","2.16.100.137","48012","66"
"1397","Oct 22, 2017 12:47:50.810529000 CEST","192.168.1.142","52.85.182.125","33936","66"
"1398","Oct 22, 2017 12:47:50.810549000 CEST","192.168.1.142","2.16.100.137","48014","66"
"1399","Oct 22, 2017 12:47:50.815062000 CEST","2.16.100.137","192.168.1.142","80","66"
"1400","Oct 22, 2017 12:47:50.817765000 CEST","2.16.100.137","192.168.1.142","80","66"
"1401","Oct 22, 2017 12:47:50.821483000 CEST","52.85.182.125","192.168.1.142","80","66"
"1402","Oct 22, 2017 12:47:51.078456000 CEST",,,"58330","86"
"1403","Oct 22, 2017 12:47:51.167370000 CEST",,,"80","86"
"1404","Oct 22, 2017 12:47:51.352011000 CEST",,,"32906","1000"
"1405","Oct 22, 2017 12:47:51.352369000 CEST","192.168.1.142","93.184.220.29","35402","505"
"1406","Oct 22, 2017 12:47:51.352489000 CEST","192.168.1.142","93.184.220.29","35396","505"
"1407","Oct 22, 2017 12:47:51.352586000 CEST",,,"44856","752"
"1408","Oct 22, 2017 12:47:51.352685000 CEST",,,"44862","751"
"1409","Oct 22, 2017 12:47:51.364730000 CEST","93.184.220.29","192.168.1.142","80","854"
"1410","Oct 22, 2017 12:47:51.364821000 CEST","192.168.1.142","93.184.220.29","35402","66"
"1411","Oct 22, 2017 12:47:51.364880000 CEST","93.184.220.29","192.168.1.142","80","854"
